Entity,Code,Year,Research and development expenditure (% of GDP)
United Kingdom,GBR,2003,1.58131
United Kingdom,GBR,2004,1.53089
United Kingdom,GBR,2005,1.55004
United Kingdom,GBR,2006,1.57626
United Kingdom,GBR,2007,1.6183
United Kingdom,GBR,2008,1.60901
United Kingdom,GBR,2009,1.66991
United Kingdom,GBR,2010,1.63886
United Kingdom,GBR,2011,1.64681
United Kingdom,GBR,2012,1.57587
United Kingdom,GBR,2013,1.62096
United Kingdom,GBR,2014,2.26488
United Kingdom,GBR,2015,2.27566
United Kingdom,GBR,2016,2.32052
United Kingdom,GBR,2017,2.32602
United Kingdom,GBR,2018,2.71124
United Kingdom,GBR,2019,2.6708
United Kingdom,GBR,2020,2.93883
United Kingdom,GBR,2021,2.89711
United States,USA,1996,2.45013
United States,USA,1997,2.47714
United States,USA,1998,2.49621
United States,USA,1999,2.54362
United States,USA,2000,2.61983
United States,USA,2001,2.63715
United States,USA,2002,2.54745
United States,USA,2003,2.55015
United States,USA,2004,2.48686
United States,USA,2005,2.50193
United States,USA,2006,2.54545
United States,USA,2007,2.61516
United States,USA,2008,2.74481
United States,USA,2009,2.79181
United States,USA,2010,2.71444
United States,USA,2011,2.73803
United States,USA,2012,2.67273
United States,USA,2013,2.69592
United States,USA,2014,2.70881
United States,USA,2015,2.77328
United States,USA,2016,2.83676
United States,USA,2017,2.88357
United States,USA,2018,2.99045
United States,USA,2019,3.14704
United States,USA,2020,3.42467
United States,USA,2021,3.48313
United States,USA,2022,3.58623
United States Virgin Islands,VIR,2002,0.06617
United States Virgin Islands,VIR,2003,0.03776
United States Virgin Islands,VIR,2004,0.03424
United States Virgin Islands,VIR,2005,0.02936
United States Virgin Islands,VIR,2006,0.03122
United States Virgin Islands,VIR,2007,0.02717
Upper-middle-income countries,OWID_UMC,2000,0.631374
Upper-middle-income countries,OWID_UMC,2001,0.64078027
Upper-middle-income countries,OWID_UMC,2002,0.7189713
Upper-middle-income countries,OWID_UMC,2003,0.75773096
Upper-middle-income countries,OWID_UMC,2004,0.7913356
Upper-middle-income countries,OWID_UMC,2005,0.85655427
Upper-middle-income countries,OWID_UMC,2006,0.888648
Upper-middle-income countries,OWID_UMC,2007,0.94691515
Upper-middle-income countries,OWID_UMC,2008,0.9966712
Upper-middle-income countries,OWID_UMC,2009,1.1009475
Upper-middle-income countries,OWID_UMC,2010,1.2021066
Upper-middle-income countries,OWID_UMC,2011,1.2417018
Upper-middle-income countries,OWID_UMC,2012,1.3298866
Upper-middle-income countries,OWID_UMC,2013,1.3361267
Upper-middle-income countries,OWID_UMC,2014,1.4729123
Upper-middle-income countries,OWID_UMC,2015,1.5474834
Upper-middle-income countries,OWID_UMC,2016,1.5502642
Upper-middle-income countries,OWID_UMC,2017,1.5178728
Upper-middle-income countries,OWID_UMC,2018,1.5946047
Upper-middle-income countries,OWID_UMC,2019,1.6670849
Upper-middle-income countries,OWID_UMC,2020,1.8335661
Upper-middle-income countries,OWID_UMC,2021,2.021902
Upper-middle-income countries,OWID_UMC,2022,2.1357312
Uruguay,URY,1996,0.26501
Uruguay,URY,1997,0.34994
Uruguay,URY,1998,0.19186
Uruguay,URY,1999,0.22417
Uruguay,URY,2000,0.20925
Uruguay,URY,2002,0.23818
Uruguay,URY,2005,0.46031
Uruguay,URY,2006,0.36385
Uruguay,URY,2007,0.42159
Uruguay,URY,2008,0.37441
Uruguay,URY,2009,0.40239
Uruguay,URY,2010,0.32882
Uruguay,URY,2011,0.32962
Uruguay,URY,2012,0.30808
Uruguay,URY,2013,0.29118
Uruguay,URY,2014,0.31707
Uruguay,URY,2015,0.35109
Uruguay,URY,2016,0.37391
Uruguay,URY,2017,0.44052
Uruguay,URY,2018,0.50484
Uruguay,URY,2019,0.56805
Uruguay,URY,2020,0.67468
Uruguay,URY,2021,0.61447
Uruguay,URY,2022,0.62592
Uzbekistan,UZB,2000,0.36063
Uzbekistan,UZB,2001,0.34544
Uzbekistan,UZB,2002,0.29356
Uzbekistan,UZB,2003,0.26825
Uzbekistan,UZB,2004,0.27041
Uzbekistan,UZB,2005,0.23741
Uzbekistan,UZB,2006,0.22395
Uzbekistan,UZB,2007,0.21721
Uzbekistan,UZB,2008,0.19354
Uzbekistan,UZB,2009,0.20315
Uzbekistan,UZB,2010,0.1543
Uzbekistan,UZB,2011,0.14877
Uzbekistan,UZB,2012,0.15512
Uzbekistan,UZB,2013,0.155
Uzbekistan,UZB,2014,0.15335
Uzbekistan,UZB,2015,0.16497
Uzbekistan,UZB,2016,0.17238
Uzbekistan,UZB,2017,0.14834
Uzbekistan,UZB,2018,0.12394
Uzbekistan,UZB,2019,0.11306
Uzbekistan,UZB,2020,0.1385
Uzbekistan,UZB,2021,0.1316
Uzbekistan,UZB,2022,0.15874
Uzbekistan,UZB,2023,0.12527
Venezuela,VEN,2005,0.18907
Venezuela,VEN,2006,0.31742
Venezuela,VEN,2007,0.2011
Venezuela,VEN,2008,0.23803
Venezuela,VEN,2009,0.24014
Venezuela,VEN,2010,0.18823
Venezuela,VEN,2011,0.15296
Venezuela,VEN,2012,0.2501
Venezuela,VEN,2013,0.31853
Venezuela,VEN,2014,0.33713
Venezuela,VEN,2015,0.44
Venezuela,VEN,2016,0.69
Vietnam,VNM,2002,0.19273
Vietnam,VNM,2011,0.14955
Vietnam,VNM,2013,0.29932
Vietnam,VNM,2015,0.35629
Vietnam,VNM,2017,0.41895
Vietnam,VNM,2019,0.41652
Vietnam,VNM,2021,0.42494
World,OWID_WRL,1996,1.9642878
World,OWID_WRL,1997,1.9621758
World,OWID_WRL,1998,1.9715075
World,OWID_WRL,1999,2.0472548
World,OWID_WRL,2000,2.0457368
World,OWID_WRL,2001,2.0631313
World,OWID_WRL,2002,2.027654
World,OWID_WRL,2003,2.0180912
World,OWID_WRL,2004,1.9701158
World,OWID_WRL,2005,1.9513361
World,OWID_WRL,2006,1.964096
World,OWID_WRL,2007,1.9301429
World,OWID_WRL,2008,1.9834061
World,OWID_WRL,2009,2.0214665
World,OWID_WRL,2010,2.0072408
World,OWID_WRL,2011,1.9909141
World,OWID_WRL,2012,2.0227106
World,OWID_WRL,2013,1.9859407
World,OWID_WRL,2014,2.098496
World,OWID_WRL,2015,2.1155944
World,OWID_WRL,2016,2.16123
World,OWID_WRL,2017,2.1551697
World,OWID_WRL,2018,2.2319484
World,OWID_WRL,2019,2.2896023
World,OWID_WRL,2020,2.4802809
World,OWID_WRL,2021,2.575477
World,OWID_WRL,2022,2.669921
Zambia,ZMB,1996,0.01104
Zambia,ZMB,1997,0.00737
Zambia,ZMB,2002,0.00544
Zambia,ZMB,2003,0.00847
Zambia,ZMB,2004,0.02223
Zambia,ZMB,2005,0.02493
Zambia,ZMB,2008,0.27819
