STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2005,,10.6503648948613,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2006,,10.3247706391593,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2007,,10.2490600852832,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2008,,10.0768489198103,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2009,,9.15399045685574,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2010,,9.09814941205283,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2011,,9.29681459477468,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2012,,9.23606013621743,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2013,,8.78234683835948,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2014,,8.83245043222719,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2015,,9.39688734918306,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2016,,9.30418796573822,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2017,,9.18819257085933,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2018,,9.43445362056302,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2019,,9.03204783045429,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2020,,9.58936654850764,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2021,,9.93350509504338,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2022,,10.3747194323553,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,C,Manufacturing,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2023,,10.0041536576265,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,E,Estimated value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,1995,,7.76262460397312,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,1996,,7.46493422320567,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,1997,,6.33340355635768,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,1998,,5.95940214232319,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,1999,,5.4594413603665,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2000,,4.60017847570919,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2001,,3.8786681816562,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2002,,4.08075213773694,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2003,,4.29387262872005,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2004,,4.80582625124987,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2005,,4.89480015559211,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG_IV@DF_NAAG_IV(1.0),NAAG Chapter 4: Production,I,A,Annual,GRC,Greece,B1G,Gross value added,K,Financial and insurance activities,PT_B1G,Percentage of gross value added,NAAG_IV,Part IV: Production,2006,,4.71003108439415,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1G,"Value added, gross",_Z,Not applicable,,,,,,,,,,,V,Current prices,N,Non transformed data,,,,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
