åoçœäàìÆï ïtâ¡âøíläz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Added by Economic Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024îNÇVÅ|ÇXåéä˙élîºä˙ï ÇfÇcÇoë¨ïÒÅiÇQéüë¨ïÒílÅjÇ…äÓÇ√Ç≠êÑåvíl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,áW,1994Q4,7869.7,1070.8,85874.3,13519.0,4845.0,2982.9,8096.8,9176.0,4127.8,8629.8,7165.2,12366.2,685.1,4864.4,803.6,12096.1,12328.3,14929.0,42269.0,67626.1,28282.3,18191.0,10980.6,24125.4,51600.9,20772.5,22458.1,16817.2,20718.7,27263.4,452580.3,455046.0,-7905.3,447140.7,7869.7,124564.7,319102.0,
1995,áT,1995Q1,7178.7,1013.0,88111.8,15119.7,4914.8,3110.2,7951.2,8908.1,4088.9,8978.6,7193.3,12298.1,670.8,5128.2,828.6,12938.5,12425.7,14973.8,41766.3,66316.3,28791.6,17571.1,11195.1,23818.8,51807.4,20029.9,22790.5,16973.9,21352.1,27066.8,453305.3,456452.1,-4420.3,452031.8,7178.7,126640.6,318104.1,
1995,áU,1995Q2,7019.3,1021.5,89468.5,14412.7,4811.3,3135.7,8035.5,8838.1,4162.6,8848.5,7178.5,13187.6,767.9,5162.4,870.8,13381.1,12325.6,15143.2,41175.3,70085.0,29171.3,18082.2,11704.0,23354.3,51843.4,20555.1,22896.4,17120.5,21465.0,26836.0,459576.4,462252.5,-5879.8,456372.7,7019.3,127718.0,323670.8,
1995,áV,1995Q3,6963.8,1025.6,88552.4,14907.0,4715.5,3127.4,7958.4,8894.1,4080.3,8705.3,7423.3,12675.4,776.8,5043.7,911.1,12060.1,12391.5,15388.7,42552.5,70953.7,29161.2,18336.7,11890.6,23519.6,51617.1,20650.5,23007.0,17186.4,21776.5,26774.8,461209.2,463690.7,-1994.1,461696.6,6963.8,127715.9,325602.0,
1995,áW,1995Q4,6967.8,1019.5,89175.1,14590.3,4567.5,3146.6,8018.8,8740.4,4135.0,8661.8,7529.9,12740.0,812.4,5150.4,979.6,12092.3,12303.9,15692.4,43207.9,71405.8,29403.6,18515.0,12553.8,23676.4,51811.9,21131.0,22874.7,17105.5,21988.8,26855.7,464969.9,467481.3,-4662.6,462818.7,6967.8,128848.2,328435.5,
1996,áT,1996Q1,7585.9,1110.2,89901.4,14867.2,4408.0,3128.0,8269.9,10641.0,4189.3,8707.6,7199.5,12484.8,858.7,4852.6,1047.9,11693.4,12200.5,16196.6,44113.4,71060.8,28013.5,18623.3,13039.7,23256.8,52140.6,21703.0,23299.6,17198.1,21966.0,27046.9,467601.0,470145.7,-3464.8,466680.9,7585.9,130326.7,329060.0,
1996,áU,1996Q2,7399.1,1091.4,91960.0,15317.9,4523.8,3125.6,8209.1,10120.8,4252.1,8808.8,7597.9,13554.8,832.0,5005.7,1096.9,12044.8,12342.9,16320.5,44106.0,70702.8,27730.6,18628.9,13849.2,24452.1,52350.4,21855.4,23207.5,17105.5,22344.5,27232.7,472077.2,474819.7,-2241.2,472578.5,7399.1,132512.6,331551.8,
1996,áV,1996Q3,7403.8,1087.8,92967.0,14736.8,4470.9,3136.7,8506.8,10081.6,4264.2,8924.4,7673.4,13465.1,851.8,5071.0,1147.2,12591.7,12533.2,16200.7,43099.4,71861.0,27743.4,18511.1,14345.2,23921.4,52679.1,22136.8,23263.9,17120.0,22549.7,27272.3,474286.7,477055.5,-3907.2,473148.2,7403.8,132847.1,333478.5,
1996,áW,1996Q4,7583.2,1112.0,94697.9,15162.6,4415.8,3094.2,8458.3,9920.2,4290.6,8924.6,7615.4,13750.1,907.7,5184.3,1207.8,13230.5,12709.0,16930.9,42467.1,70995.8,27945.1,18639.9,15019.1,24089.7,52773.4,22234.3,23641.3,17389.8,22805.0,27212.7,478484.9,481268.1,-2838.2,478429.8,7583.2,134267.1,335841.4,
1997,áT,1997Q1,7369.1,1057.0,95946.6,14966.5,4395.9,3115.5,8729.3,10521.6,4311.4,9712.2,8098.4,13668.0,1010.9,5241.1,1212.7,12494.5,12718.1,16536.6,41471.9,74830.0,28277.1,19219.4,15088.1,24659.7,52602.6,22365.1,23706.7,17210.4,22875.2,27288.7,483871.4,486504.0,-6909.8,479594.2,7369.1,134834.5,340732.5,
1997,áU,1997Q2,7428.5,1067.3,95305.0,14905.4,4259.0,3072.4,8738.3,10460.9,4286.9,9399.7,7691.4,13627.4,1059.0,5162.6,1251.1,12080.3,12829.6,16921.2,40715.3,72187.4,27697.5,18653.8,15618.1,24637.7,52762.2,22539.5,23731.2,17115.7,23181.1,26984.8,480759.9,483304.4,-7201.4,476103.0,7428.5,133593.0,338635.5,
1997,áV,1997Q3,7339.6,1044.3,94781.1,14763.0,4156.0,3068.9,8579.6,10571.4,4192.6,9331.2,7398.1,13829.4,1143.4,5195.2,1255.9,11888.1,12324.8,16961.9,40124.7,71586.8,27651.8,18793.9,16444.7,24468.3,52793.4,22656.7,23902.2,17160.4,23153.0,26903.4,480391.2,482945.4,-5945.4,477000.0,7339.6,132584.7,339413.7,
1997,áW,1997Q4,7269.9,1012.2,92417.9,14758.4,4003.6,3004.2,8483.9,10304.5,4107.6,8951.0,7056.4,13959.4,1069.7,5089.9,1205.4,11347.6,11993.6,17091.3,39572.6,71937.2,27408.1,18717.3,16865.2,24081.1,52651.9,22732.2,24288.9,17411.9,23381.3,26906.7,478095.9,480557.6,-3381.0,477176.7,7269.9,129626.3,340557.5,
1998,áT,1998Q1,7256.3,1011.7,92981.1,15107.0,4150.2,3170.7,8245.6,9019.9,3995.5,8514.9,7395.3,13650.7,1059.3,5033.5,1289.8,12335.1,12189.6,17111.5,38991.7,69991.0,26693.6,18730.8,17767.4,23438.8,52160.8,23412.8,24141.0,17170.7,23066.6,26598.4,475508.3,478148.7,-6837.2,471311.5,7256.3,129793.1,337751.3,
1998,áU,1998Q2,7480.5,970.0,90742.1,15066.1,3925.3,3015.5,8238.5,9052.1,3916.4,7757.3,7257.7,13295.8,1060.1,4986.9,1223.1,11909.8,11954.3,17510.3,38720.9,69948.7,26569.6,18757.3,18053.4,23400.4,52126.6,23187.9,24161.3,17187.5,24018.4,26685.5,474062.9,476692.2,-7364.3,469327.9,7480.5,127173.7,339093.0,
1998,áV,1998Q3,7021.0,992.0,89982.0,14959.3,3803.9,2945.4,8405.2,9011.7,3842.5,7692.7,7125.9,12655.3,1059.0,4909.1,1224.0,12151.7,11911.5,17524.5,39029.8,71721.6,26539.6,18796.0,17851.4,23505.8,51999.7,23033.9,24270.9,17195.1,23984.6,26796.1,474401.2,477177.1,-7037.8,470139.4,7021.0,126601.9,340577.0,
1998,áW,1998Q4,8146.1,1000.5,89400.3,14989.9,3689.5,2907.1,8390.8,8763.0,3739.1,7459.7,6988.8,12346.6,1119.7,4766.4,1270.8,12042.9,11915.0,17560.7,40867.0,71021.8,26249.0,18636.7,18200.6,23051.9,52263.4,22874.3,24331.2,17226.9,24245.9,26931.4,475990.9,478505.4,-4585.5,473920.0,8146.1,127377.6,340081.5,
1999,áT,1999Q1,7526.8,949.2,89037.5,14648.6,3446.0,2890.7,8714.5,8371.7,3626.1,8029.9,6735.3,12325.2,1088.0,4557.8,1284.2,12965.0,11270.3,17505.0,38438.8,70489.3,25833.3,18445.8,18607.7,22981.7,52464.8,22661.8,24320.3,17222.5,24478.4,26879.4,472390.0,475370.0,-8023.8,467346.2,7526.8,125067.8,339561.6,
1999,áU,1999Q2,7311.7,962.6,88708.2,14520.5,3368.5,2880.3,8736.4,8054.7,3580.9,7910.5,6955.9,12557.4,1212.2,4729.4,1268.3,11905.6,11186.7,17703.8,39953.1,71398.3,26001.2,18339.4,18030.9,22892.5,52562.8,22669.3,24599.3,17383.4,24384.5,26483.0,473428.1,476357.4,-7163.1,469194.2,7311.7,125847.5,339954.7,
1999,áV,1999Q3,7624.1,996.4,90691.6,14833.0,3318.8,2905.2,8743.6,7940.6,3617.0,8219.7,6810.5,12405.9,1295.4,4761.6,1309.4,12827.7,11674.8,17997.1,39096.0,69831.5,26213.6,18286.2,19356.8,22787.8,52474.8,23166.8,24638.9,17367.1,25062.2,26680.3,476901.0,479896.9,-8222.2,471674.8,7624.1,127316.0,341633.7,
1999,áW,1999Q4,7266.8,1013.7,91237.3,15081.6,3186.7,2893.2,8713.0,7945.2,3662.8,8238.7,6829.8,12507.6,1439.7,4786.8,1359.4,12746.1,11111.7,17970.5,37978.2,70623.7,26191.0,18190.7,19217.2,22878.8,52859.7,23729.1,24594.9,17331.0,25229.5,26739.7,477516.7,480618.3,-8773.7,471844.6,7266.8,127050.8,343178.9,
2000,áT,2000Q1,8012.0,1124.9,93067.4,14481.7,3115.3,3058.4,8392.7,8412.2,3687.8,8640.1,6899.7,13410.8,1399.4,4896.6,1447.2,12822.5,11871.9,18001.9,36427.6,70495.2,26772.9,17581.5,19658.9,23200.5,53572.0,25072.6,24858.7,17399.0,26070.3,27734.9,483528.5,486469.1,-6497.0,479972.1,8012.0,127874.0,348031.1,
2000,áU,2000Q2,7984.3,1077.3,93643.5,14456.8,3061.4,3052.4,8561.6,8024.5,3711.1,8923.1,6648.7,13079.3,1511.4,4942.7,1464.7,13489.7,11649.5,17988.1,37786.1,67661.8,26446.4,17441.4,20275.3,22830.9,53867.1,25411.2,25404.8,17338.8,26163.4,28249.0,484026.5,486975.3,-4844.5,482130.8,7984.3,129512.7,346857.0,
2000,áV,2000Q3,8105.7,1101.6,95589.2,14550.3,2954.3,3044.2,8729.0,8288.0,3773.8,9064.9,7012.1,13670.9,1658.9,5113.2,1566.7,12932.7,11566.0,18274.1,37640.4,68341.9,26339.4,17427.6,20531.9,22555.8,54204.7,25822.8,25427.5,17328.2,26448.1,27830.7,487728.3,490692.6,-8443.9,482248.7,8105.7,131493.6,348310.0,
2000,áW,2000Q4,7850.7,1116.1,96109.3,14503.9,2937.5,2979.1,8724.0,7740.5,3809.8,9195.4,7012.6,13081.2,1740.8,5269.6,1605.7,13770.7,11522.5,18110.1,37403.3,69083.1,26725.7,17652.7,21150.9,22561.1,54459.5,26277.1,25434.3,17329.1,26641.0,27821.1,490772.5,493814.7,-6869.9,486944.8,7850.7,131878.0,351141.1,
2001,áT,2001Q1,7429.0,1129.3,93883.5,14660.9,2738.2,2915.3,8666.1,7846.6,3846.4,8955.7,6655.1,13566.4,1739.2,5016.3,1444.1,12681.9,11244.6,18582.9,38081.3,71894.5,27208.0,17600.2,21226.8,22189.4,54401.9,26414.6,25642.7,17435.5,26670.9,26280.7,490966.1,493901.2,-3384.2,490517.0,7429.0,130075.9,353455.4,
2001,áU,2001Q2,7834.5,1177.2,91786.6,14757.2,2633.7,2817.8,8629.2,7731.3,3708.4,8663.9,6740.8,12669.4,1423.8,4793.3,1464.6,13761.6,11051.1,18485.6,35565.5,70934.4,27149.3,17576.1,22158.9,22576.8,54612.0,26678.5,25454.7,17393.1,27562.3,26649.6,488905.7,491857.6,-4991.3,486866.2,7834.5,125875.2,355460.6,
2001,áV,2001Q3,7085.5,1151.7,87906.4,14637.3,2553.2,2767.6,8545.7,7538.2,3553.7,8251.5,6652.4,11934.3,1166.1,4427.5,1373.7,13491.3,10743.8,18673.1,35341.2,70868.0,26555.8,17634.6,22418.8,22270.1,54798.1,27026.0,25585.2,17410.6,27407.3,26848.3,483999.2,487040.3,-5460.5,481579.8,7085.5,121576.7,355839.4,
2001,áW,2001Q4,7203.6,1125.3,85607.3,14595.0,2479.8,2741.4,8498.9,7046.5,3522.4,7878.6,6779.2,11144.3,1092.3,4289.4,1323.2,13243.6,10571.5,18614.5,35238.8,71134.7,25561.2,17251.7,22579.7,22418.9,55013.3,27184.8,25632.5,17448.5,27973.9,27182.6,481990.5,485057.5,-5137.9,479919.6,7203.6,119040.8,356485.4,
2002,áT,2002Q1,8032.7,1047.3,85959.6,14480.7,2418.1,2635.0,8664.9,6992.7,3406.2,7689.2,6190.7,10444.8,1330.4,4203.2,1405.7,14103.2,10509.7,18099.7,35433.2,71413.5,26249.7,17435.6,22861.0,22320.7,55013.5,27234.2,25648.2,17428.6,27688.0,27415.2,483932.2,487146.8,-6436.9,480709.9,8032.7,119515.6,357235.4,
2002,áU,2002Q2,7876.6,1065.2,88123.0,14558.2,2354.3,2615.7,8873.0,6790.8,3406.3,7314.2,6478.5,11329.6,1592.5,4234.6,1446.9,14573.3,10320.5,18329.3,34437.7,72719.9,26915.0,17294.6,22850.5,22490.9,55098.6,27550.6,25717.5,17601.4,27602.4,27517.0,488101.4,491272.4,-6673.5,484598.9,7876.6,121004.8,360034.1,
2002,áV,2002Q3,7700.4,1050.5,90047.8,14429.1,2333.4,2611.3,9217.5,6665.0,3447.7,7575.1,6399.5,11540.2,1657.4,4448.6,1521.7,14786.5,10831.4,18886.3,33993.5,73222.4,27171.7,17190.6,23148.4,22176.5,55617.3,27974.7,25816.6,17687.6,27856.4,27173.7,491858.2,495073.4,-8907.5,486165.8,7700.4,122675.9,362188.7,
2002,áW,2002Q4,7680.4,1059.2,89944.6,14336.7,2314.0,2548.6,8889.6,6568.0,3475.4,7669.7,6018.5,11744.8,1645.0,4372.8,1538.5,15635.2,10668.8,18882.6,33714.4,71556.9,27306.3,16951.8,23260.2,22050.4,55784.6,28226.0,25818.7,17676.7,27763.6,26970.5,490059.1,493178.7,-5667.8,487510.9,7680.4,122356.3,360670.6,
2003,áT,2003Q1,6731.5,1064.3,91076.9,14568.8,2308.4,2585.3,9086.6,6209.1,3447.2,7877.4,7288.5,11295.6,1784.4,4764.4,1746.3,14151.3,10658.4,18673.7,33438.7,71915.8,26997.4,16784.6,23446.1,22346.8,55826.0,28689.1,25863.7,17740.2,28292.5,28528.7,493281.6,496600.4,-8811.4,487789.0,6731.5,123350.4,363637.9,
2003,áU,2003Q2,6639.8,1053.9,91364.2,14718.8,2240.3,2574.6,9207.8,6027.6,3422.8,7821.7,6224.1,11663.2,1910.2,4641.1,1823.4,14472.6,10668.7,18628.5,33103.1,72552.9,26557.3,16471.9,23642.3,22443.2,55971.9,29035.1,26128.3,17754.6,28540.2,27201.7,493179.0,496420.6,-5305.1,491115.5,6639.8,123389.4,363597.2,
2003,áV,2003Q3,6671.7,1018.1,92532.9,14407.1,2293.0,2583.0,9089.8,5807.3,3425.8,7839.2,6047.4,12348.6,2078.9,4635.6,1909.0,14800.4,10754.3,18232.9,32595.7,72930.0,27801.0,16393.7,23885.6,22785.5,56307.9,29203.9,26090.6,17779.7,28798.4,26977.5,496175.9,499277.6,-6659.4,492618.3,6671.7,124201.9,365873.6,
2003,áW,2003Q4,8043.0,993.7,94458.1,14474.6,2223.6,2568.6,9170.0,5672.6,3497.5,8055.6,5979.8,12616.0,2315.9,4834.7,2088.5,14680.2,10847.8,18451.4,32243.1,72709.6,28579.7,16603.0,24012.4,22511.1,56730.5,30052.5,26234.1,17858.3,28960.9,26818.3,501016.1,504185.9,-6193.7,497992.2,8043.0,125933.0,367948.2,
2004,áT,2004Q1,6275.7,952.1,96622.7,14406.2,2162.7,2613.4,9115.2,5582.2,3613.8,8033.3,6073.5,13190.0,2429.7,4995.2,2149.7,15303.1,11355.7,18903.9,32034.4,76637.0,28790.1,15870.5,23449.7,22078.7,56814.7,29802.2,26158.3,17825.2,29068.4,26751.0,503146.4,506317.3,-4543.3,501774.0,6275.7,127990.4,369868.0,
2004,áU,2004Q2,6004.6,855.8,96444.5,14610.3,2127.2,2595.1,8858.7,5514.8,3495.5,8139.4,6113.0,13010.2,2507.2,5117.1,2203.5,15215.4,11081.6,19040.0,31739.8,75672.7,28506.1,16128.5,23661.7,22772.1,57077.1,30495.4,26023.1,17815.0,29498.5,27143.3,504068.1,507239.4,-5588.2,501651.3,6004.6,127510.5,371775.8,
2004,áV,2004Q3,6161.7,854.2,98156.5,14631.2,2102.2,2650.9,9085.6,5523.6,3548.7,8344.7,6194.3,13484.3,2430.5,5088.2,2257.3,16072.6,11247.9,19209.9,31651.7,75743.7,28722.5,15874.1,23438.5,22350.8,57145.7,31212.2,26010.8,17865.8,29682.7,27674.0,506868.6,510050.3,-5267.4,504783.0,6161.7,129228.1,372637.9,
2004,áW,2004Q4,6817.1,841.8,98173.5,14408.1,2081.0,2628.8,9133.2,5274.5,3530.8,8629.7,6097.9,14362.5,2434.6,5111.8,2164.6,15522.1,11417.3,18649.0,31549.0,75259.1,28664.0,15655.3,23673.6,22202.8,57391.9,31864.5,26003.1,17866.5,29865.4,27560.6,507445.5,510614.2,-6772.7,503841.6,6817.1,129164.6,372544.4,
2005,áT,2005Q1,6248.0,878.9,100532.7,14415.5,2021.6,2824.7,9082.2,5304.1,3580.4,8940.6,6551.6,13858.2,2477.0,5195.5,2349.2,17038.6,11623.3,20021.2,30510.7,77410.2,27905.3,15397.2,24166.4,22409.0,57921.3,32371.8,26078.9,17894.7,30262.1,26781.6,512826.0,515719.9,-9332.7,506387.2,6248.0,130767.7,376581.3,
2005,áU,2005Q2,6833.3,896.6,101841.7,13993.1,1953.0,2829.1,8951.6,5337.6,3555.6,9194.4,6765.0,14409.6,2608.7,5330.0,2435.2,17356.2,11664.6,20096.2,30446.9,76356.9,28707.7,15289.7,24060.5,22528.1,58116.8,32919.1,25810.9,17926.6,30318.7,26577.3,515256.0,518382.8,-8092.1,510290.7,6833.3,132093.8,376831.8,
2005,áV,2005Q3,5981.0,869.0,103060.0,14410.5,1922.5,2818.0,8980.4,5312.2,3527.5,8948.3,6690.4,14685.7,2832.7,5472.8,2511.7,17627.9,11445.4,20173.4,30976.3,77459.9,28744.4,15127.9,24351.6,23158.6,58332.2,33721.9,25778.9,17936.3,30484.4,26991.5,520050.7,523301.9,-7787.2,515514.7,5981.0,133804.9,380619.7,
2005,áW,2005Q4,6213.6,855.6,102937.0,13781.5,1911.7,2788.5,8884.1,5307.5,3536.8,8930.9,6658.4,14843.0,2984.3,5614.5,2524.9,17502.3,11398.3,20203.4,30870.5,77047.3,28825.7,15162.0,24348.4,23948.8,58542.7,34414.7,25778.5,17954.7,30648.5,26682.5,521650.9,524942.0,-8488.7,516453.3,6213.6,133582.1,382234.3,
2006,áT,2006Q1,6172.2,873.8,104174.5,14423.1,1920.1,2696.3,9048.6,5616.2,3521.3,9311.6,6512.9,15323.0,3038.4,5824.9,2572.0,17162.0,10934.9,20199.7,31138.7,75780.5,29717.4,15260.8,24600.4,23345.1,58963.5,34921.4,25839.8,18091.2,30485.0,26886.5,523352.0,526747.2,-9550.7,517196.5,6172.2,135096.7,382462.7,
2006,áU,2006Q2,6212.1,856.9,105564.8,14139.5,1944.3,2689.4,9189.9,5420.6,3633.2,9679.5,6641.4,15590.2,3048.6,5923.3,2811.0,17239.6,11145.3,20122.7,30597.8,72770.0,30191.6,15240.6,24698.4,22902.5,59377.7,35482.9,26099.8,18113.2,31107.3,26632.9,522921.6,526247.8,-8250.7,517997.0,6212.1,136046.6,381007.6,
2006,áV,2006Q3,6188.2,826.0,105792.1,13774.7,1922.2,2658.7,9217.5,5539.2,3695.5,9646.4,6482.5,15545.6,3151.6,5937.0,2823.2,17556.0,11195.2,20096.6,30199.2,72450.9,30236.4,15225.8,24650.2,22544.1,59710.7,35872.7,26085.6,18170.1,31217.1,26595.3,522738.2,525797.3,-8793.0,517004.3,6188.2,135906.1,380977.3,
2006,áW,2006Q4,6291.9,826.6,108285.2,13996.7,1922.7,2618.4,9241.4,5477.4,3734.8,9816.8,6707.4,16191.3,3135.6,6062.8,3092.8,18294.3,11353.1,20166.1,30116.2,72795.2,30421.5,15200.5,25225.8,23063.7,59805.6,36319.2,26092.2,18218.6,31233.4,26612.8,527962.5,531092.1,-7086.3,524005.8,6291.9,138389.4,383491.3,
2007,áT,2007Q1,6487.0,789.8,109531.6,14271.7,1956.1,2529.8,9131.1,5166.2,3877.0,9956.4,6582.1,16556.2,3349.7,6236.1,3199.3,18255.1,11499.0,18923.9,29436.2,72377.1,30939.9,15541.0,25202.4,24167.1,59453.8,36874.2,26134.1,18327.0,31923.1,26740.3,530986.2,534027.2,-6636.7,527390.5,6487.0,139015.7,385610.9,
2007,áU,2007Q2,6542.7,797.5,110663.8,14164.6,1917.9,2494.8,9154.6,5143.6,3951.5,10191.3,6503.2,16603.7,3404.5,6335.9,3414.2,18575.0,11597.1,19360.0,29279.5,71428.0,31367.6,15519.7,25142.5,24157.2,59602.9,37940.9,26362.0,18273.5,31717.2,26737.7,532884.1,536019.6,-8393.7,527625.8,6542.7,140015.6,386445.1,
2007,áV,2007Q3,6573.8,782.4,111440.9,14525.7,1913.6,2519.8,9256.4,5098.8,3870.6,10052.1,6446.4,16418.4,3561.6,6356.2,3635.5,18559.4,11610.6,19416.8,28184.2,70035.5,31254.9,15419.8,25273.2,23908.9,59293.6,38705.6,26335.8,18332.1,31745.7,26420.4,530982.9,534067.2,-9291.5,524775.6,6573.8,139805.0,384838.3,
2007,áW,2007Q4,6760.1,739.8,114058.3,14311.5,1896.8,2512.0,9402.0,5105.9,3844.3,10253.7,6465.5,16883.5,3896.4,6431.9,3678.7,19843.7,11660.6,19178.4,26777.5,70510.0,31509.2,15110.9,25204.4,23202.5,59644.2,39572.1,26363.6,18399.9,32297.9,26051.1,532865.3,535960.2,-8884.1,527076.1,6760.1,141193.8,385360.6,
2008,áT,2008Q1,7197.6,743.0,114692.5,13835.8,1902.3,2517.5,9504.6,5148.6,3778.6,10316.0,6651.9,17853.0,3877.8,6087.2,3651.9,20109.8,11703.4,20599.6,26008.8,71513.5,31211.5,14674.9,25780.7,21238.6,59563.4,40409.0,26486.9,18473.0,32124.7,26003.2,532702.4,535695.7,-6648.6,529047.1,7197.6,141118.6,385251.0,
2008,áU,2008Q2,7144.7,695.9,113724.4,13442.9,1892.4,2500.2,9367.1,5155.4,3815.3,10099.2,6520.1,17619.5,3849.5,6159.7,3729.1,20046.3,11572.5,20137.3,26027.6,72993.4,30915.0,14551.5,25635.3,20509.7,59849.4,40336.8,26360.9,18494.6,31728.5,25777.4,530515.5,533424.3,-7556.0,525868.3,7144.7,140108.3,384282.0,
2008,áV,2008Q3,7124.9,691.5,112565.5,13694.8,1826.2,2485.2,9237.1,4941.2,3778.6,9997.9,6028.2,17812.8,3757.2,5970.7,3721.4,19983.6,11379.8,20240.8,26376.1,69360.7,30628.1,14417.9,25491.1,19986.9,59976.2,40305.4,26211.3,18476.1,32052.0,25757.5,525169.0,528233.4,-8923.2,519310.2,7124.9,139225.2,379772.4,
