DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2003,610.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2004,702.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2005,748.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2006,826.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2007,888.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2008,940.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2009,897.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2010,881.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2011,906.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2012,822.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2013,936.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2014,832.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2015,893.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2016,954.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2017,883.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2018,992.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2019,997.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2020,1050.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2021,1004.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2022,1125.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bosnia and Herzegovina,2023,1187.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,1995,2877.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,1996,2921.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,1997,2990.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,1998,2900.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,1999,2607.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2000,3015.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2001,2932.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2002,2823.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2003,2894.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2004,3036.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2005,2606.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2006,2950.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2007,3049.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2008,2505.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2009,2499.1,b,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2010,3080.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2011,2750.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2012,3276.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2013,3017.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2014,2901.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2015,3119.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2016,2884.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2017,3234.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2018,3053.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2019,3446.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2020,3305.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2021,3314.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2022,3929.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Belgium,2023,4586.1,p,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,1995,1337.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,1996,942.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,1997,2060.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,1998,1802.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,1999,1659.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2000,1584.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2001,1686.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2002,1697.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2003,1709.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2004,1782.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2005,1751.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2006,1671.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2007,1510.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2008,2186.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2009,1584.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2010,1544.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2011,1933.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2012,1872.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2013,1899.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2014,1961.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2015,1860.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2016,1976.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2017,2122.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2018,1906.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2019,1959.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2020,2125.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2021,3088.5,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2022,3194.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Bulgaria,2023,2384.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,1995,3775.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,1996,3270.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,1997,3240.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,1998,3178.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,1999,3054.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2000,3189.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2001,2948.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2002,3068.1,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2003,2682.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2004,3042.0,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2005,2753.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2006,2651.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2007,2772.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2008,3032.7,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2009,2885.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2010,2999.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2011,3490.2,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2012,3388.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2013,3522.9,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2014,3884.8,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2015,3918.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2016,4091.3,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2017,3887.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2018,3954.6,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2019,4174.4,,
ESTAT:NAMA_10_A64(1.0),12/03/25 23:00:00,Annual,"Current prices, million euro","Agriculture, forestry and fishing","Value added, gross",Switzerland,2020,4590.8,,
